Month_Year,state,county,deaths,cases,PR_State
2021-02-02,OR,Grant ,28,6153,US
2021-02-02,OR,Harney ,168,6821,US
2021-02-02,OR,Hood River ,769,29255,US
2021-02-02,OR,Jackson ,2984,221922,US
2021-02-02,OR,Jefferson ,735,52550,US
2021-02-02,OR,Josephine ,1227,61056,US
2021-02-02,OR,Klamath ,1496,76076,US
2021-02-02,OR,Lake ,168,9490,US
2021-02-02,OR,Lane ,3349,273863,US
2021-02-02,OR,Lincoln ,522,31069,US
2021-02-02,OR,Linn ,1483,97318,US
2021-02-02,OR,Malheur ,1598,92638,US
2021-02-02,OR,Marion ,7672,502089,US
2021-02-02,OR,Morrow ,361,28414,US
2021-02-02,OR,Multnomah ,14066,871220,US
2021-02-02,OR,Polk ,1169,81185,US
2021-02-02,OR,Sherman ,0,1458,US
2021-02-02,OR,Tillamook ,56,11057,US
2021-02-02,OR,Umatilla ,2187,208384,US
2021-02-02,OR,Union ,524,34760,US
2021-02-02,OR,Wallowa ,105,3637,US
2021-02-02,OR,Wasco ,687,33730,US
2021-02-02,OR,Washington ,5670,576204,US
2021-02-02,OR,Wheeler ,28,616,US
2021-02-02,OR,Yamhill ,1691,101585,US
2021-02-02,PA,Adams ,4096,194560,PR
2021-02-02,PA,Allegheny ,45858,2049167,PR
2021-02-02,PA,Armstrong ,3212,133778,PR
2021-02-02,PA,Beaver ,9426,326325,PR
2021-02-02,PA,Bedford ,3538,104573,PR
2021-02-02,PA,Berks ,24107,960374,PR
2021-02-02,PA,Blair ,7937,290044,PR
2021-02-02,PA,Bradford ,2062,116698,PR
2021-02-02,PA,Bucks ,30429,1199905,PR
2021-02-02,PA,Butler ,9870,375521,PR
2021-02-02,PA,Cambria ,10655,316320,PR
2021-02-02,PA,Cameron ,196,7038,PR
2021-02-02,PA,Carbon ,3903,130975,PR
2021-02-02,PA,Centre ,5702,342224,PR
2021-02-02,PA,Chester ,19511,817155,PR
2021-02-02,PA,Clarion ,2210,72806,PR
2021-02-02,PA,Clearfield ,3085,167557,PR
2021-02-02,PA,Clinton ,1503,73979,PR
2021-02-02,PA,Columbia ,3391,124121,PR
2021-02-02,PA,Crawford ,3749,172860,PR
2021-02-02,PA,Cumberland ,13001,432368,PR
2021-02-02,PA,Dauphin ,13231,551003,PR
2021-02-02,PA,Delaware ,33421,1099163,PR
2021-02-02,PA,Elk ,962,63014,PR
2021-02-02,PA,Erie ,10197,462490,PR
2021-02-02,PA,Fayette ,7019,283349,PR
2021-02-02,PA,Forest ,537,38144,PR
2021-02-02,PA,Franklin ,8761,337985,PR
2021-02-02,PA,Fulton ,378,30661,PR
2021-02-02,PA,Greene ,862,71563,PR
2021-02-02,PA,Huntingdon ,3303,113551,PR
2021-02-02,PA,Indiana ,4318,138511,PR
2021-02-02,PA,Jefferson ,2325,75349,PR
2021-02-02,PA,Juniata ,2212,49424,PR
2021-02-02,PA,Lackawanna ,11041,369861,PR
2021-02-02,PA,Lancaster ,27431,1161204,PR
2021-02-02,PA,Lawrence ,4953,161993,PR
2021-02-02,PA,Lebanon ,6910,346798,PR
2021-02-02,PA,Lehigh ,20412,828079,PR
2021-02-02,PA,Luzerne ,19329,672460,PR
2021-02-02,PA,Lycoming ,6496,245475,PR
2021-02-02,PA,McKean ,1671,82296,PR
2021-02-02,PA,Mercer ,6556,218507,PR
2021-02-02,PA,Mifflin ,4582,125132,PR
2021-02-02,PA,Monroe ,7167,256463,PR
2021-02-02,PA,Montgomery ,41243,1442542,PR
2021-02-02,PA,Montour ,1569,47853,PR
2021-02-02,PA,Northampton ,17095,707999,PR
2021-02-02,PA,Northumberland ,8744,212370,PR
2021-02-02,PA,Perry ,2232,77228,PR
2021-02-02,PA,Philadelphia ,84812,3060197,PR
2021-02-02,PA,Pike ,1276,65648,PR
2021-02-02,PA,Potter ,569,24736,PR
2021-02-02,PA,Schuylkill ,9934,326901,PR
2021-02-02,PA,Snyder ,2081,80324,PR
2021-02-02,PA,Somerset ,5183,182897,PR
2021-02-02,PA,Sullivan ,386,8376,PR
2021-02-02,PA,Susquehanna ,1465,45554,PR
2021-02-02,PA,Tioga ,2599,66333,PR
2021-02-02,PA,Union ,2198,137350,PR
2021-02-02,PA,Venango ,2206,90694,PR
2021-02-02,PA,Warren ,2671,58790,PR
2021-02-02,PA,Washington ,6915,371085,PR
2021-02-02,PA,Wayne ,1673,80785,PR
2021-02-02,PA,Westmoreland ,18119,723177,PR
2021-02-02,PA,Wyoming ,1097,31197,PR
2021-02-02,PA,York ,19265,959226,PR
2021-02-02,RI,Bristol ,3344,112458,US
2021-02-02,RI,Kent ,7779,407882,US
2021-02-02,RI,Newport ,531,135731,US
2021-02-02,RI,Providence ,47424,2205985,US
2021-02-02,RI,Washington ,3892,198785,US
2021-02-02,SC,Abbeville ,918,58234,US
2021-02-02,SC,Aiken ,5347,405739,US
2021-02-02,SC,Allendale ,397,21791,US
2021-02-02,SC,Anderson ,11910,533321,US
2021-02-02,SC,Bamberg ,1307,38424,US
2021-02-02,SC,Barnwell ,1278,62628,US
2021-02-02,SC,Beaufort ,4691,409163,US
2021-02-02,SC,Berkeley ,4437,390650,US
2021-02-02,SC,Calhoun ,917,32961,US
2021-02-02,SC,Charleston ,11909,1006655,US
2021-02-02,SC,Cherokee ,3538,141557,US
2021-02-02,SC,Chester ,1685,96719,US
2021-02-02,SC,Chesterfield ,2534,109793,US
2021-02-02,SC,Clarendon ,2599,77835,US
2021-02-02,SC,Colleton ,2909,85779,US
2021-02-02,SC,Darlington ,4275,209768,US
2021-02-02,SC,Dillon ,2110,105633,US
2021-02-02,SC,Dorchester ,4735,394427,US
2021-02-02,SC,Edgefield ,958,71716,US
2021-02-02,SC,Fairfield ,1871,56169,US
2021-02-02,SC,Florence ,10376,446630,US
2021-02-02,SC,Georgetown ,3668,165392,US
2021-02-02,SC,Greenville ,22424,1695885,US
2021-02-02,SC,Greenwood ,4192,187801,US
2021-02-02,SC,Hampton ,1162,44855,US
2021-02-02,SC,Horry ,13991,898383,US
2021-02-02,SC,Jasper ,1122,57376,US
2021-02-02,SC,Kershaw ,3074,173749,US
2021-02-02,SC,Lancaster ,3626,245903,US
2021-02-02,SC,Laurens ,4131,166948,US
2021-02-02,SC,Lee ,1493,47840,US
2021-02-02,SC,Lexington ,11482,768594,US
2021-02-02,SC,Marion ,2600,87006,US
2021-02-02,SC,Marlboro ,1335,79618,US
2021-02-02,SC,McCormick ,636,23600,US
2021-02-02,SC,Newberry ,2518,114888,US
2021-02-02,SC,Oconee ,3188,225587,US
2021-02-02,SC,Orangeburg ,5661,230348,US
2021-02-02,SC,Pickens ,6967,438203,US
2021-02-02,SC,Richland ,13123,1086230,US
2021-02-02,SC,Saluda ,1147,42078,US
2021-02-02,SC,Spartanburg ,18041,936588,US
2021-02-02,SC,Sumter ,4485,247959,US
2021-02-02,SC,Union ,1922,68756,US
2021-02-02,SC,Williamsburg ,2337,100158,US
2021-02-02,SC,York ,8256,685749,US
2021-02-02,SD,Aurora ,424,12641,US
2021-02-02,SD,Beadle ,1092,74471,US
2021-02-02,SD,Bennett ,252,10625,US
2021-02-02,SD,Bon Homme ,692,42041,US
2021-02-02,SD,Brookings ,989,98535,US
2021-02-02,SD,Brown ,2312,141387,US
2021-02-02,SD,Brule ,247,19169,US
2021-02-02,SD,Buffalo ,364,11752,US
2021-02-02,SD,Butte ,560,27050,US
2021-02-02,SD,Campbell ,112,3579,US
2021-02-02,SD,Charles Mix ,527,35094,US
2021-02-02,SD,Clark ,122,10014,US
2021-02-02,SD,Clay ,424,49626,US
2021-02-02,SD,Codington ,2122,108314,US
2021-02-02,SD,Corson ,324,12974,US
2021-02-02,SD,Custer ,331,20646,US
2021-02-02,SD,Davison ,1670,81900,US
2021-02-02,SD,Day ,778,17897,US
2021-02-02,SD,Deuel ,224,13042,US
2021-02-02,SD,Dewey ,614,39101,US
2021-02-02,SD,Douglas ,252,11777,US
2021-02-02,SD,Edmunds ,316,13245,US
2021-02-02,SD,Fall River ,418,14447,US
2021-02-02,SD,Faulk ,364,9806,US
2021-02-02,SD,Grant ,1039,26430,US
2021-02-02,SD,Gregory ,759,14602,US
2021-02-02,SD,Haakon ,257,6868,US
2021-02-02,SD,Hamlin ,1064,19190,US
2021-02-02,SD,Hand ,163,9141,US
2021-02-02,SD,Hanson ,112,9756,US
2021-02-02,SD,Harding ,28,2546,US
2021-02-02,SD,Hughes ,939,63074,US
2021-02-02,SD,Hutchinson ,666,21683,US
2021-02-02,SD,Hyde ,28,3799,US
2021-02-02,SD,Jackson ,387,7674,US
2021-02-02,SD,Jerauld ,448,7517,US
2021-02-02,SD,Jones ,0,2330,US
2021-02-02,SD,Kingsbury ,382,17405,US
2021-02-02,SD,Lake ,476,32603,US
2021-02-02,SD,Lawrence ,1225,78028,US
2021-02-02,SD,Lincoln ,2123,212732,US
2021-02-02,SD,Lyman ,280,16638,US
2021-02-02,SD,Marshall ,140,8314,US
2021-02-02,SD,McCook ,670,20451,US
2021-02-02,SD,McPherson ,112,6632,US
2021-02-02,SD,Meade ,863,70845,US
2021-02-02,SD,Mellette ,56,6792,US
2021-02-02,SD,Miner ,234,7547,US
2021-02-02,SD,Minnehaha ,9035,770235,US
2021-02-02,SD,Moody ,448,17043,US
2021-02-02,SD,Oglala Lakota ,1300,57296,US
2021-02-02,SD,Pennington ,5055,353629,US
2021-02-02,SD,Perkins ,352,9559,US
2021-02-02,SD,Potter ,88,10092,US
2021-02-02,SD,Roberts ,984,31854,US
2021-02-02,SD,Sanborn ,84,9124,US
2021-02-02,SD,Spink ,700,22065,US
2021-02-02,SD,Stanley ,56,9058,US
2021-02-02,SD,Sully ,84,3800,US
2021-02-02,SD,Todd ,759,34056,US
2021-02-02,SD,Tripp ,431,18902,US
2021-02-02,SD,Turner ,1435,29482,US
2021-02-02,SD,Union ,1090,54133,US
2021-02-02,SD,Walworth ,420,19964,US
2021-02-02,SD,Yankton ,784,77637,US
2021-02-02,SD,Ziebach ,252,9399,US
2021-02-02,TN,Anderson ,4136,213968,US
2021-02-02,TN,Bedford ,3186,159289,US
2021-02-02,TN,Benton ,1067,40570,US
2021-02-02,TN,Bledsoe ,308,54277,US
2021-02-02,TN,Blount ,4664,377604,US
2021-02-02,TN,Bradley ,3679,344735,US
2021-02-02,TN,Campbell ,1501,102447,US
2021-02-02,TN,Cannon ,753,47933,US
2021-02-02,TN,Carroll ,2210,95156,US
2021-02-02,TN,Carter ,4071,160279,US
2021-02-02,TN,Cheatham ,1133,105612,US
2021-02-02,TN,Chester ,1265,54835,US
2021-02-02,TN,Claiborne ,1685,72620,US
2021-02-02,TN,Clay ,828,29005,US
2021-02-02,TN,Cocke ,2446,108131,US
2021-02-02,TN,Coffee ,3069,171678,US
2021-02-02,TN,Crockett ,1244,53985,US
2021-02-02,TN,Cumberland ,3062,165838,US
2021-02-02,TN,Davidson ,22691,2201082,US
2021-02-02,TN,DeKalb ,1342,72621,US
2021-02-02,TN,Decatur ,957,42709,US
2021-02-02,TN,Dickson ,2799,168083,US
2021-02-02,TN,Dyer ,2694,143964,US
2021-02-02,TN,Fayette ,1920,126394,US
2021-02-02,TN,Fentress ,1182,63106,US
2021-02-02,TN,Franklin ,2203,128288,US
2021-02-02,TN,Gibson ,3774,169888,US
2021-02-02,TN,Giles ,2569,100719,US
2021-02-02,TN,Grainger ,1270,65488,US
2021-02-02,TN,Greene ,3887,199882,US
2021-02-02,TN,Grundy ,781,44528,US
2021-02-02,TN,Hamblen ,4349,217157,US
2021-02-02,TN,Hamilton ,11956,1090226,US
2021-02-02,TN,Hancock ,290,13330,US
2021-02-02,TN,Hardeman ,1742,92829,US
2021-02-02,TN,Hardin ,1696,90350,US
2021-02-02,TN,Hawkins ,2526,141091,US
2021-02-02,TN,Haywood ,1640,72732,US
2021-02-02,TN,Henderson ,1973,99506,US
2021-02-02,TN,Henry ,2008,81192,US
2021-02-02,TN,Hickman ,1099,70486,US
2021-02-02,TN,Houston ,815,27992,US
2021-02-02,TN,Humphreys ,576,41484,US
2021-02-02,TN,Jackson ,868,33542,US
2021-02-02,TN,Jefferson ,2990,151324,US
2021-02-02,TN,Johnson ,1052,59766,US
2021-02-02,TN,Knox ,15258,1227992,US
2021-02-02,TN,Lake ,691,46587,US
2021-02-02,TN,Lauderdale ,1151,86274,US
2021-02-02,TN,Lawrence ,2203,153789,US
2021-02-02,TN,Lewis ,666,39804,US
2021-02-02,TN,Lincoln ,1642,113660,US
2021-02-02,TN,Loudon ,1772,153877,US
2021-02-02,TN,Macon ,1950,90388,US
2021-02-02,TN,Madison ,6083,276891,US
2021-02-02,TN,Marion ,1173,76222,US
2021-02-02,TN,Marshall ,1461,107056,US
2021-02-02,TN,Maury ,4310,335877,US
2021-02-02,TN,McMinn ,2429,159385,US
2021-02-02,TN,McNairy ,1357,73308,US
2021-02-02,TN,Meigs ,565,34889,US
2021-02-02,TN,Monroe ,2353,143280,US
2021-02-02,TN,Montgomery ,5475,468780,US
2021-02-02,TN,Moore ,404,25396,US
2021-02-02,TN,Morgan ,860,61304,US
2021-02-02,TN,Obion ,2557,119667,US
2021-02-02,TN,Overton ,1549,77434,US
2021-02-02,TN,Perry ,731,28274,US
2021-02-02,TN,Pickett ,618,20555,US
2021-02-02,TN,Polk ,586,46668,US
2021-02-02,TN,Putnam ,4638,296495,US
2021-02-02,TN,Rhea ,1913,114140,US
2021-02-02,TN,Roane ,2723,158982,US
2021-02-02,TN,Robertson ,3066,241030,US
2021-02-02,TN,Rutherford ,9991,1032526,US
2021-02-02,TN,Scott ,1132,74425,US
2021-02-02,TN,Sequatchie ,713,42388,US
2021-02-02,TN,Sevier ,4271,325172,US
2021-02-02,TN,Shelby ,39457,2369391,US
2021-02-02,TN,Smith ,977,69505,US
2021-02-02,TN,Stewart ,691,33742,US
2021-02-02,TN,Sullivan ,7347,387246,US
2021-02-02,TN,Sumner ,8341,574547,US
2021-02-02,TN,Tipton ,2663,189615,US
2021-02-02,TN,Trousdale ,569,66206,US
2021-02-02,TN,Unicoi ,1340,49224,US
2021-02-02,TN,Union ,797,45401,US
2021-02-02,TN,Van Buren ,502,21091,US
2021-02-02,TN,Warren ,1998,147582,US
2021-02-02,TN,Washington ,6337,352880,US
2021-02-02,TN,Wayne ,794,79121,US
2021-02-02,TN,Weakley ,1596,103244,US
2021-02-02,TN,White ,1730,92313,US
2021-02-02,TN,Williamson ,5428,680893,US
2021-02-02,TN,Wilson ,5633,444176,US
2021-02-02,TX,Anderson ,2793,167786,PR
2021-02-02,TX,Andrews ,1250,46920,PR
2021-02-02,TX,Angelina ,6693,213349,PR
2021-02-02,TX,Aransas ,905,30769,PR
2021-02-02,TX,Archer ,307,21218,PR
2021-02-02,TX,Armstrong ,168,4089,PR
2021-02-02,TX,Atascosa ,3494,140660,PR
2021-02-02,TX,Austin ,751,48315,PR
2021-02-02,TX,Bailey ,453,21819,PR
2021-02-02,TX,Bandera ,635,32615,PR
2021-02-02,TX,Bastrop ,2010,228632,PR
2021-02-02,TX,Baylor ,308,8139,PR
2021-02-02,TX,Bee ,1686,95424,PR
2021-02-02,TX,Bell ,8691,558233,PR
2021-02-02,TX,Bexar ,74207,5242304,PR
2021-02-02,TX,Blanco ,447,18537,PR
2021-02-02,TX,Borden ,51,554,PR
2021-02-02,TX,Bosque ,780,43280,PR
2021-02-02,TX,Bowie ,4723,176134,PR
2021-02-02,TX,Brazoria ,9707,864068,PR
2021-02-02,TX,Brazos ,5614,557391,PR
2021-02-02,TX,Brewster ,274,24259,PR
2021-02-02,TX,Briscoe ,112,3653,PR
2021-02-02,TX,Brooks ,886,20705,PR
2021-02-02,TX,Brown ,2979,110860,PR
2021-02-02,TX,Burleson ,851,59412,PR
2021-02-02,TX,Burnet ,1447,112564,PR
2021-02-02,TX,Caldwell ,2069,141296,PR
2021-02-02,TX,Calhoun ,422,49173,PR
2021-02-02,TX,Callahan ,1016,31091,PR
2021-02-02,TX,Cameron ,35944,1018032,PR
2021-02-02,TX,Camp ,1080,31999,PR
2021-02-02,TX,Carson ,352,10439,PR
2021-02-02,TX,Cass ,2044,48339,PR
2021-02-02,TX,Castro ,763,24762,PR
2021-02-02,TX,Chambers ,544,113081,PR
2021-02-02,TX,Cherokee ,3232,110761,PR
2021-02-02,TX,Childress ,414,37188,PR
2021-02-02,TX,Clay ,444,27423,PR
2021-02-02,TX,Cochran ,367,6685,PR
2021-02-02,TX,Coke ,308,12450,PR
2021-02-02,TX,Coleman ,752,19460,PR
2021-02-02,TX,Collin ,18608,2219971,PR
2021-02-02,TX,Collingsworth ,242,7171,PR
2021-02-02,TX,Colorado ,657,41455,PR
2021-02-02,TX,Comal ,6934,244073,PR
2021-02-02,TX,Comanche ,1293,35467,PR
2021-02-02,TX,Concho ,185,8116,PR
2021-02-02,TX,Cooke ,1628,93819,PR
2021-02-02,TX,Coryell ,1873,189703,PR
2021-02-02,TX,Cottle ,196,5085,PR
2021-02-02,TX,Crane ,309,14172,PR
2021-02-02,TX,Crockett ,420,15622,PR
2021-02-02,TX,Crosby ,704,13542,PR
2021-02-02,TX,Culberson ,196,9479,PR
2021-02-02,TX,Dallam ,612,17286,PR
2021-02-02,TX,Dallas ,88232,7611714,PR
2021-02-02,TX,Dawson ,1885,47544,PR
2021-02-02,TX,DeWitt ,1553,50773,PR
2021-02-02,TX,Deaf Smith ,1753,71833,PR
2021-02-02,TX,Delta ,242,7952,PR
2021-02-02,TX,Denton ,16388,1654145,PR
2021-02-02,TX,Dickens ,237,4179,PR
2021-02-02,TX,Dimmit ,537,39483,PR
2021-02-02,TX,Donley ,353,9508,PR
2021-02-02,TX,Duval ,1004,31861,PR
2021-02-02,TX,Eastland ,1068,33285,PR
2021-02-02,TX,Ector ,8709,426972,PR
2021-02-02,TX,Edwards ,112,6623,PR
2021-02-02,TX,El Paso ,62786,3337575,PR
2021-02-02,TX,Ellis ,7296,559283,PR
2021-02-02,TX,Erath ,1723,108125,PR
2021-02-02,TX,Falls ,772,55507,PR
2021-02-02,TX,Fannin ,2567,86224,PR
2021-02-02,TX,Fayette ,1403,61330,PR
2021-02-02,TX,Fisher ,361,8103,PR
2021-02-02,TX,Floyd ,812,20703,PR
2021-02-02,TX,Foard ,205,3169,PR
2021-02-02,TX,Fort Bend ,14653,1528522,PR
2021-02-02,TX,Franklin ,609,18632,PR
2021-02-02,TX,Freestone ,1061,51374,PR
2021-02-02,TX,Frio ,1045,71506,PR
2021-02-02,TX,Gaines ,1089,39292,PR
2021-02-02,TX,Galveston ,8884,920657,PR
2021-02-02,TX,Garza ,521,9647,PR
2021-02-02,TX,Gillespie ,1264,64253,PR
2021-02-02,TX,Glasscock ,56,2808,PR
2021-02-02,TX,Goliad ,336,11171,PR
2021-02-02,TX,Gonzales ,1269,69311,PR
2021-02-02,TX,Gray ,1383,54013,PR
2021-02-02,TX,Grayson ,8107,291349,PR
2021-02-02,TX,Gregg ,7957,288877,PR
2021-02-02,TX,Grimes ,1657,92693,PR
2021-02-02,TX,Guadalupe ,4868,349596,PR
2021-02-02,TX,Hale ,4204,167241,PR
2021-02-02,TX,Hall ,389,11439,PR
2021-02-02,TX,Hamilton ,663,20350,PR
2021-02-02,TX,Hansford ,520,21851,PR
2021-02-02,TX,Hardeman ,336,9985,PR
2021-02-02,TX,Hardin ,2434,130652,PR
2021-02-02,TX,Harris ,131646,9366972,PR
2021-02-02,TX,Harrison ,2466,122877,PR
2021-02-02,TX,Hartley ,56,11863,PR
2021-02-02,TX,Haskell ,583,11829,PR
2021-02-02,TX,Hays ,4739,489130,PR
2021-02-02,TX,Hemphill ,56,15098,PR
2021-02-02,TX,Henderson ,4037,148093,PR
2021-02-02,TX,Hidalgo ,62171,1947746,PR
2021-02-02,TX,Hill ,2263,117745,PR
2021-02-02,TX,Hockley ,2731,63094,PR
2021-02-02,TX,Hood ,2936,168022,PR
2021-02-02,TX,Hopkins ,2748,78840,PR
2021-02-02,TX,Houston ,1030,42254,PR
2021-02-02,TX,Howard ,2623,124866,PR
2021-02-02,TX,Hudspeth ,302,13754,PR
2021-02-02,TX,Hunt ,3791,145197,PR
2021-02-02,TX,Hutchinson ,1846,41511,PR
2021-02-02,TX,Irion ,28,2885,PR
2021-02-02,TX,Jack ,376,16541,PR
2021-02-02,TX,Jackson ,767,44299,PR
2021-02-02,TX,Jasper ,1930,62426,PR
2021-02-02,TX,Jeff Davis ,52,4458,PR
2021-02-02,TX,Jefferson ,9107,496027,PR
2021-02-02,TX,Jim Hogg ,380,16539,PR
2021-02-02,TX,Jim Wells ,2232,107868,PR
2021-02-02,TX,Johnson ,8371,498991,PR
2021-02-02,TX,Jones ,1271,76036,PR
2021-02-02,TX,Karnes ,849,46680,PR
2021-02-02,TX,Kaufman ,5659,395588,PR
2021-02-02,TX,Kendall ,1614,74584,PR
2021-02-02,TX,Kenedy ,56,905,PR
2021-02-02,TX,Kent ,28,2125,PR
2021-02-02,TX,Kerr ,2212,110306,PR
2021-02-02,TX,Kimble ,168,6992,PR
2021-02-02,TX,King ,0,390,PR
2021-02-02,TX,Kinney ,150,9297,PR
2021-02-02,TX,Kleberg ,2134,65761,PR
2021-02-02,TX,Knox ,388,6875,PR
2021-02-02,TX,La Salle ,589,23376,PR
2021-02-02,TX,Lamar ,3828,152052,PR
2021-02-02,TX,Lamb ,2199,54055,PR
2021-02-02,TX,Lampasas ,675,54780,PR
2021-02-02,TX,Lavaca ,1911,60892,PR
2021-02-02,TX,Lee ,1008,52692,PR
2021-02-02,TX,Leon ,989,41857,PR
2021-02-02,TX,Liberty ,4152,183154,PR
2021-02-02,TX,Limestone ,1556,70553,PR
2021-02-02,TX,Lipscomb ,308,8072,PR
2021-02-02,TX,Live Oak ,518,30364,PR
2021-02-02,TX,Llano ,1195,39684,PR
2021-02-02,TX,Loving ,0,28,PR
2021-02-02,TX,Lubbock ,20672,1335154,PR
2021-02-02,TX,Lynn ,576,16904,PR
2021-02-02,TX,Madison ,666,51560,PR
2021-02-02,TX,Marion ,682,13835,PR
2021-02-02,TX,Martin ,504,16945,PR
2021-02-02,TX,Mason ,117,10218,PR
2021-02-02,TX,Matagorda ,2411,84184,PR
2021-02-02,TX,Maverick ,7602,277705,PR
2021-02-02,TX,McCulloch ,419,14521,PR
2021-02-02,TX,McLennan ,11558,675656,PR
2021-02-02,TX,McMullen ,105,2183,PR
2021-02-02,TX,Medina ,2387,119490,PR
2021-02-02,TX,Menard ,170,5814,PR
2021-02-02,TX,Midland ,6412,447620,PR
2021-02-02,TX,Milam ,989,61945,PR
2021-02-02,TX,Mills ,549,16837,PR
2021-02-02,TX,Mitchell ,790,16068,PR
2021-02-02,TX,Montague ,1619,54453,PR
2021-02-02,TX,Montgomery ,11841,1196467,PR
2021-02-02,TX,Moore ,1851,61527,PR
2021-02-02,TX,Morris ,635,22367,PR
2021-02-02,TX,Motley ,200,2315,PR
2021-02-02,TX,Nacogdoches ,3883,110496,PR
2021-02-02,TX,Navarro ,3007,152443,PR
2021-02-02,TX,Newton ,788,15489,PR
2021-02-02,TX,Nolan ,1331,41472,PR
2021-02-02,TX,Nueces ,16559,981856,PR
2021-02-02,TX,Ochiltree ,643,28537,PR
2021-02-02,TX,Oldham ,89,6384,PR
2021-02-02,TX,Orange ,2806,198831,PR
2021-02-02,TX,Palo Pinto ,1724,75509,PR
2021-02-02,TX,Panola ,1636,40128,PR
2021-02-02,TX,Parker ,4242,394811,PR
2021-02-02,TX,Parmer ,952,32325,PR
2021-02-02,TX,Pecos ,872,40150,PR
2021-02-02,TX,Polk ,2402,79685,PR
2021-02-02,TX,Potter ,9852,467162,PR
2021-02-02,TX,Presidio ,638,21186,PR
2021-02-02,TX,Rains ,643,20460,PR
2021-02-02,TX,Randall ,7096,448108,PR
2021-02-02,TX,Reagan ,224,10183,PR
2021-02-02,TX,Real ,336,8312,PR
2021-02-02,TX,Red River ,950,17614,PR
2021-02-02,TX,Reeves ,1063,47144,PR
2021-02-02,TX,Refugio ,476,16726,PR
2021-02-02,TX,Roberts ,28,1524,PR
2021-02-02,TX,Robertson ,892,54774,PR
2021-02-02,TX,Rockwall ,3181,283002,PR
2021-02-02,TX,Runnels ,978,34508,PR
2021-02-02,TX,Rusk ,2430,100693,PR
2021-02-02,TX,Sabine ,1033,13570,PR
2021-02-02,TX,San Augustine ,803,14703,PR
2021-02-02,TX,San Jacinto ,677,25737,PR
2021-02-02,TX,San Patricio ,3490,109656,PR
2021-02-02,TX,San Saba ,510,22490,PR
2021-02-02,TX,Schleicher ,168,6301,PR
2021-02-02,TX,Scurry ,1627,84677,PR
2021-02-02,TX,Shackelford ,52,6806,PR
2021-02-02,TX,Shelby ,1420,41667,PR
2021-02-02,TX,Sherman ,332,3996,PR
2021-02-02,TX,Smith ,10684,510126,PR
2021-02-02,TX,Somervell ,284,28465,PR
2021-02-02,TX,Starr ,7084,247267,PR
2021-02-02,TX,Stephens ,644,20591,PR
2021-02-02,TX,Sterling ,112,2886,PR
2021-02-02,TX,Stonewall ,167,4175,PR
2021-02-02,TX,Sutton ,205,12616,PR
2021-02-02,TX,Swisher ,437,20656,PR
2021-02-02,TX,Tarrant ,67040,6527894,PR
2021-02-02,TX,Taylor ,9676,414930,PR
2021-02-02,TX,Terrell ,56,2210,PR
2021-02-02,TX,Terry ,1475,46533,PR
2021-02-02,TX,Throckmorton ,140,1995,PR
2021-02-02,TX,Titus ,2056,98317,PR
2021-02-02,TX,Tom Green ,6780,348386,PR
2021-02-02,TX,Travis ,22309,2041354,PR
2021-02-02,TX,Trinity ,563,17604,PR
2021-02-02,TX,Tyler ,865,31977,PR
2021-02-02,TX,Upshur ,1486,85606,PR
2021-02-02,TX,Upton ,225,10212,PR
2021-02-02,TX,Uvalde ,1584,94074,PR
2021-02-02,TX,Val Verde ,5214,210586,PR
2021-02-02,TX,Van Zandt ,2833,106114,PR
2021-02-02,TX,Victoria ,4659,215234,PR
2021-02-02,TX,Walker ,3074,230085,PR
2021-02-02,TX,Waller ,1022,91629,PR
2021-02-02,TX,Ward ,532,30394,PR
2021-02-02,TX,Washington ,2230,99305,PR
2021-02-02,TX,Webb ,17816,1171384,PR
2021-02-02,TX,Wharton ,2691,100873,PR
2021-02-02,TX,Wheeler ,252,13079,PR
2021-02-02,TX,Wichita ,9108,400548,PR
2021-02-02,TX,Wilbarger ,1388,51068,PR
2021-02-02,TX,Willacy ,2091,66117,PR
2021-02-02,TX,Williamson ,10289,1088392,PR
2021-02-02,TX,Wilson ,1494,105838,PR
2021-02-02,TX,Winkler ,535,19487,PR
2021-02-02,TX,Wise ,2948,186836,PR
2021-02-02,TX,Wood ,3037,86978,PR
2021-02-02,TX,Yoakum ,717,23983,PR
2021-02-02,TX,Young ,1056,57043,PR
2021-02-02,TX,Zapata ,673,46542,PR
2021-02-02,TX,Zavala ,947,47887,PR
2021-02-02,UT,Beaver ,112,17127,US
2021-02-02,UT,Box Elder ,1120,132070,US
2021-02-02,UT,Cache ,871,403761,US
2021-02-02,UT,Carbon ,297,38231,US
2021-02-02,UT,Daggett ,0,1034,US
2021-02-02,UT,Davis ,3634,939857,US
2021-02-02,UT,Duchesne ,252,33739,US
2021-02-02,UT,Emery ,224,21229,US
2021-02-02,UT,Garfield ,252,11373,US
2021-02-02,UT,Grand ,66,17663,US
2021-02-02,UT,Iron ,769,134242,US
2021-02-02,UT,Juab ,280,32741,US
2021-02-02,UT,Kane ,84,13143,US
2021-02-02,UT,Millard ,285,37739,US
2021-02-02,UT,Morgan ,288,31104,US
2021-02-02,UT,Piute ,56,2691,US
2021-02-02,UT,Rich ,0,3407,US
2021-02-02,UT,Salt Lake ,20159,3780935,US
2021-02-02,UT,San Juan ,1008,49908,US
2021-02-02,UT,Sanpete ,523,94870,US
